SITE_NO,STATION_NM,REG,SQMI,ABS_DIFF
11044600,SANTA MARGARITA R TRIB NR FALLBROOK CA,18,0.5675,0.0913
11044800,DE LUZ C NR DE LUZ CA,18,33.0188,0.0006
11044900,DE LUZ C NR FALLBROOK CA,18,47.4070,0.0020
11045000,SANTA MARGARITA R NR DE LUZ STA CA,18,703.1478,0.0026
11045050,SANTA MARGARITA R A USMC DIV DAM NR YSIDORA CA,18,706.1539,0.0054
11045300,FALLBROOK C NR FALLBROOK CA,18,7.0586,0.0127
11045600,ONEILL LAKE OUTLET CH NR FALLBROOK CA,18,9.7440,0.0027
11045700,ONEILL LK SPILL CH NR FALLBROOK CA,18,9.7756,0.0006
11046000,SANTA MARGARITA R A YSIDORA CA,18,738.2873,0.0211
11046050,SANTA MARGARITA R A MO NR OCEANSIDE CA,18,742.1361,0.0025
11046090,LAS FLORES C A LAS PULGAS CYN NR OCEANSIDE CA,18,17.5820,0.1270
11046100,LAS FLORES C NR OCEANSIDE CA,18,26.1907,0.0154
11046200,SAN ONOFRE C NR SAN ONOFRE CA,18,34.6534,0.0015
11046250,SAN ONOFRE C A SAN ONOFRE CA,18,42.4278,0.0054
11046300,SAN MATEO C NR SAN CLEMENTE CA,18,80.9398,0.0017
11046310,SAN MATEO C NR SAN ONOFRE CA,18,92.3469,0.0049
11046350,CRISTIANITOS C NR SAN CLEMENTE CA,18,28.8945,0.0036
11046360,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,18,31.8475,0.0078
11046370,SAN MATEO C A SAN ONOFRE CA,18,133.0769,0.0082
11046400,SAN JUAN C A CASPER REG PRK NR SAN JUAN CAPISTRANO,18,41.6227,0.0113
11046500,SAN JUAN C NR SAN JUAN CAPISTRANO CA,18,105.2120,0.0074
11046501,SAN JUAN C AND CWC CANAL NR SAN JUAN CAPISTRANO CA,18,116.1527,0.0072
11046530,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,18,109.5834,0.0054
11046550,SAN JUAN C AT SAN JUAN CAPISTRANO CA,18,116.1527,0.0072
11047000,ARROYO TRABUCO NR SAN JUAN CAPISTRANO CA,18,35.5159,0.0052
11047200,OSO C A CROWN VALLEY PKWY NR MISSION VIEJO CA,18,14.0494,0.0035
11047300,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,18,54.0104,0.0017
11047350,SAN JUAN C A STONEHILL DR NR DANA POINT CA,18,173.9844,0.0001
11047500,ALISO C A EL TORO CA,18,8.8575,0.1198
11047700,ALISO C A SOUTH LAGUNA CA,18,34.8227,0.0123
11048000,PETERS CYN WASH NR TUSTIN CA,18,91.6696,0.0036
11048200,AGUA CHINON WASH NR IRVINE CA,18,2.7407,0.0384
11048500,SAN DIEGO C AT CULVER DR NR IRVINE CA,18,40.4927,0.0313
11048600,BONITA C A IRVINE CA,18,5.1776,0.0394
11051499,SANTA ANA R NR MENTONE (RIVER ONLY) CA,18,209.3700,0.0030
11051500,SANTA ANA R NR MENTONE CA,18,209.3700,0.0030
11054000,MILL C NR YUCAIPA CA,18,42.3013,0.0023
11055000,MILL C NR MENTONE CA,18,45.9952,0.0632
11055500,PLUNGE C NR EAST HIGHLANDS CA,18,17.0781,0.0105
11055501,PLUNGE C NR EAST HIGHLANDS AND CANALS CA,18,17.0781,0.0105
011055566,"NEPONSET RIVER AT MILTON VILLAGE, MA",01,104.9569,0.0392
11055800,CITY C NR HIGHLAND CA,18,19.5112,0.0045
11055801,CITY C NR HIGHLAND CA.+ CANALS CA,18,19.5112,0.0045
11056000,SANTA ANA R NR SAN BERNARDINO CA,18,327.6136,0.0042
11056200,SANTA ANA R A WATERMAN AVE AT SAN BERNARDINO CA,18,329.9758,0.0808
11057000,SAN TIMOTEO C NR REDLANDS CA,18,121.3143,0.0281
11057500,SAN TIMOTEO C NR LOMA LINDA CA,18,127.0163,0.0161
11058500,E TWIN C NR ARROWHEAD SPRINGS CA,18,9.2203,0.0478
11058600,WATERMAN CYN C NR ARROWHEAD SPGS CA,18,4.5744,0.0510
11062000,LYTLE C NR FONTANA CA,18,46.2259,0.0080
11063500,LONE PINE C NR KEENBROOK CA,18,15.1902,0.0060
11063680,DEVIL CYN C NR SAN BERNARDINO CA,18,5.5432,0.0097
11065801,WARM C NR COLTON + DIV CA,18,246.7196,0.0474
11066050,SANTA ANA R A COLTON CA,18,740.3288,0.0268
11066440,SANTA ANA R A MISSION BLVD AT RIVERSIDE CA,18,830.5595,0.0279
11066460,SANTA ANA R A MWD CROSSING CA,18,902.5316,0.0593
11066500,SANTA ANA R A RIVERSIDE NAROWS NR ARLINGTON CA,18,923.8859,0.0831
11067000,DAY C NR ETIWANDA CA,18,4.6432,0.0182
11067001,DAY C NR ETIWANDA CA.+ CN CA,18,4.6432,0.0182
11067480,SANTA ANA R A ETIWANDA AVE NR NORCO CA,18,1000.4769,0.0422
11067500,SANTA ANA R A HAMNER AVE AT NORCO CA,18,1021.2665,0.0192
11067890,SANTA ANA R A PRADO PARK NR CORONA CA,18,1023.8268,0.0137
11068000,SANTA ANA R A RIVER ROAD NR CORONA CA,18,1024.8175,0.0147
11069300,WF SAN JACINTO TRIB NR VALLE VISTA CA,18,2.3320,0.0600
11069500,SAN JACINTO R NR SAN JACINTO,18,141.5382,0.0033
11070000,BAUTISTA C NR HEMET CA,18,43.4519,0.0973
11070020,BAUTISTA C AT HD OF FLOOD CHANNEL NR HEMET CA,18,47.7139,0.0024
11070150,SAN JACINTO R AB STATE STREET NR SAN JACINTO CA,18,269.7367,0.0704
11070210,SAN JACINTO R A RAMONA EXPRESSWAY NR LAKEVIEW CA,18,412.8001,0.1310
11070240,SUNNYMEAD CHANNEL A ALLESANDRO BLVD NR SNYM CA,18,13.1191,0.0136
11070262,PERRIS VALLEY STORM DR A LAT B A PERRIS BLV N CA,18,10.8344,0.0221
11070263,UNNAMED TRIB TO PERRIS RE NR MORENO VALLEY CA,18,0.4973,0.0810
11070270,PERRIS VALLEY STORM DR A NUEVO RD NR PERRIS CA,18,82.4107,0.1167
11070365,SAN JACINTO R NR SUN CITY CA,18,564.4516,0.0079
11070375,SAN JACINTO R A RR CYN WEIR NR ELSINORE CA,18,567.1954,0.0092
11070465,SALT C A MURRIETA RD NR SUN CITY CA,18,105.8781,0.0873
11070475,SALT C A RR CYN RES NR ELSINORE CA,18,118.1424,0.0316
11070500,SAN JACINTO R NR ELSINORE CA,18,724.6862,0.0023
11073000,SAN ANTONIO C NR CLAREMONT CA,18,16.6138,0.0284
11073200,SAN ANTONIO C BL SAN ANTONIO DAM CA,18,26.8533,0.0017
11073300,SAN ANTONIO C A RIVERSIDE DR NR CHINO CA,18,32.2745,0.1182
11073360,CHINO C A SCHAEFER AVENUE NR CHINO CA,18,51.0786,0.0446
11073440,CHINO C NR CHINO CA,18,108.9909,0.0186
11073470,CUCAMONGA C NR UPLAND CA,18,9.5859,0.0097
11073495,CUCAMONGA C NR MIRA LOMA CA,18,74.3997,0.0185
11075720,CARBON C BL CARBON CYN DAM CA,18,19.4754,0.0013
11075730,CARBON C A OLINDA CA,18,20.5738,0.0444
11075740,CARBON C NR YORBA LINDA CA,18,20.5606,0.0229
11075800,SANTIAGO C A MODJESKA CA,18,13.4427,0.0341
11077000,SANTIAGO C NR VILLA PARK CA,18,89.6392,0.0596
11077001,SANTIAGO C + DIV NR VILLA PARK CA,18,89.6392,0.0697
11077500,SANTIAGO C A SANTA ANA CA,18,92.9637,0.0572
11080000,EF SAN GABRIEL R A CAMP BONITA CA,18,58.1594,0.0007
11080500,EF SAN GABRIEL R NR CAMP BONITA CA,18,84.6562,0.0007
11080880,WF SAN GABRIEL R BL COGSWELL DAM CA,18,39.9002,0.0292
11081000,BEAR C NR CAMP RINCON CA,18,28.1463,0.0019
11081500,NF SAN GABRIEL R A CAMP RINCON CA,18,18.6088,0.0005
11082000,WF SAN GABRIEL R A CAMP RINCON CA,18,102.6545,0.0129
11083500,SAN GABRIEL R NR AZUSA CA,18,212.3334,0.0078
11084000,ROGERS C NR AZUSA CA,18,6.6298,0.0015
11084500,FISH C NR DUARTE CA,18,5.9497,0.0645
11085000,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,18,235.1333,0.0037
11086000,DALTON C NR GLENDORA CA,18,7.3112,0.0098
11086300,SAN DIMAS C BL SAN DIMAS DAM CA,18,16.2570,0.0026
11086400,SAN DIMAS C NR SAN DIMAS CA,18,18.3002,0.0000
11086500,LITTLE DALTON C NR GLENDORA CA,18,2.7653,0.0167
11086990,SAN JOSE C NR EL MONTE CA,18,84.1061,0.0421
11087500,SAN GABRIEL R A PICO CA,18,442.4479,0.0102
11088000,SAN GABRIEL R A SPRING ST NR LOS ALAMITOS CA,18,455.4266,0.0351
11088500,BREA C BL BREA DAM NR FULLERTON CA,18,23.1331,0.0710
11089000,BREA C A FULLERTON CA,18,25.1524,0.0658
11089500,FULLERTON C BL FULLERTON DAM NR BREA CA,18,5.0636,0.0250
11090000,FULLERTON C A FULLERTON CA,18,7.3717,0.0171
11090200,FULLERTON C A RICHMAN AVE AT FULLERTON CA,18,11.0186,0.0894
11090500,COYOTE C NR ARTESIA CA,18,128.1435,0.0679
11092000,LIMEKILN C AB ALISO C NR CHATSWORTH CA,18,9.7676,0.0517
11092450,LOS ANGELES R A SEPULVEDA DAM CA,18,155.4493,0.0161
11093000,PACOIMA C NR SAN FERNANDO CA,18,28.3013,0.0000
11093490,NF MILL C NR LA CANADA CA,18,5.7874,0.0022
11093500,MILL C NR COLBY RANCH CA,18,21.6670,0.0015
11094000,TUJUNGA C BL MILL C NR COLBY RANCH CA,18,64.8486,0.0008
11094500,TUJUNGA C NR COLBY RANCH CA,18,67.4190,0.0012
11095000,FOX C NR COLBY RANCH CA,18,9.2530,0.0036
11095500,BIG TUJUNGA C NR SUNLAND CA,18,105.8295,0.0016
11096000,HAINES C NR TUJUNGA CA,18,1.3636,0.0822
11096500,LITTLE TUJUNGA C NR SAN FERNANDO CA,18,21.2275,0.0060
11097000,BIG TUJUNGA C BL HANSEN DAM CA,18,152.8407,0.0010
11097260,WILDWOOD CANYON CR A BURBANK CA,18,0.3524,0.0067
11097500,LOS ANGELES R A LOS ANGELES CA,18,516.3865,0.0046
11098000,ARROYO SECO NR PASADENA CA,18,16.1009,0.0063
11098500,LOS ANGELES R NR DOWNEY CA,18,614.6247,0.0261
11099500,SAWPIT C NR MONROVIA CA,18,5.1898,0.0208
11100000,SANTA ANITA C NR SIERRA MADRE CA,18,9.6689,0.0042
11100500,LITTLE SANTA ANITA C NR SIERRA MADRE CA,18,1.8511,0.0060
11101000,EATON C NR PASADENA CA,18,6.4574,0.0019
11101080,EATON WASH A LOFTAS DRIVE EL MONTE CA,18,19.4897,0.0206
11101180,RUBIO WASH A GLENDON WAY NR EL MONTE CA,18,10.2923,0.0728
11101250,RIO HONDO AB WHITTIER NARROWS DAM CA,18,91.6150,0.0046
11101500,RIO HONDO NR MONTEBELLO CA,18,115.7434,0.0022
11102300,RIO HONDO BL WHITTIER NARROWS DAM CA,18,126.0930,0.0169
11102500,RIO HONDO NR DOWNEY CA,18,133.0529,0.0696
11103000,LOS ANGELES R A LONG BEACH CA,18,822.4164,0.0055
11103500,BALLONA C NR CULVER CITY CA,18,94.6768,0.0578
11104000,TOPANGA C NR TOPANGA BCH CA,18,17.9972,0.0002
11105500,MALIBU C AT CRATER CAMP NR CALABASAS CA,18,104.8989,0.0010
11105510,MALIBU C A MALIBU CA,18,109.0438,0.0014
11105850,ARROYO SIMI NR SIMI CA,18,69.6248,0.0138
11106000,CALLEGUAS C A CAMARILLO,18,165.9244,0.0124
11106400,CONEJO CREEK ABOVE HIGHWAY 101 CA,18,64.2217,0.0003
11106500,CONEJO C NR CAMARILLO CA,18,72.0673,0.0325
11106550,CALLEGUAS C NR CAMARILLO CA,18,249.9131,0.0077
11107500,BEARDSLEY WASH NR SOMIS CA,18,12.9377,0.0416
11107745,SANTA CLARA R AB RR STATION NR LANG CA,18,156.7458,0.0016
11107770,MINT CYN C A SIERRA HWY NR SAUGUS CA,18,28.5630,0.0201
11107860,BOUQUET C NR SAUGUS CA,18,51.5804,0.0004
11107922,SF SANTA CLARA R A SAUGUS CA,18,44.1125,0.0164
11108000,SANTA CLARA R NR SAUGUS CA,18,410.7839,0.0005
11108075,CASTAIC C AB FISH C NR CASTAIC CA,18,36.9889,0.0003
11108080,FISH C AB CASTAIC C NR CASTAIC CA,18,27.2116,0.0004
11108090,ELDERBERRY CYN C AB CASTAIC C NR CASTAIC CA,18,2.5283,0.0113
11108092,ELDERBERRY FOREBAY NR CASTAIC CA,18,75.7209,0.0063
11108095,NECKTIE CYN C AB CASTAIC C NR CASTAIC CA,18,2.1173,0.0013
11108133,CASTAIC LK NR CASTAIC CA,18,155.0598,0.1318
11108134,CASTAIC C BLW MWD DIV BLW CASTAIC LK NR CASTAIC,18,155.1932,0.1246
11108135,CASTAIC LAGOON PARSHALL FL NR CASTAIC CA,18,156.1443,0.1315
11108145,CASTAIC C NR SAUGUS CA,18,202.4372,0.1002
11108500,SANTA CLARA RIVER AT L.A.-VENTURA CO. LINE CA,18,643.6043,0.0298
11109000,SANTA CLARA R NR PIRU CA,18,663.2205,0.0282
11109100,PIRU C BL THORN MEADOWS NR STAUFFER CA,18,22.5928,0.0041
11109200,MF LOCKWOOD C NR STAUFFER CA,18,5.6259,0.0229
11109250,LOCKWOOD C A GORGE NR STAUFFER CA,18,58.7679,0.0012
11109375,PIRU C BL BUCK C NR PYRAMID LK CA,18,197.9609,0.0002
11109395,CANADA DE LOS ALAMOS AB PYRAMID LK CA,18,61.9807,0.0029
11109520,PYRAMID LK NR GORMAN CA,18,294.7827,0.0007
11109525,PIRU C BL PYRAMID LK NR GORMAN CA,18,294.8922,0.0004
11109550,PIRU C AB FRENCHMANS FLAT CA,18,297.5519,0.0339
11109700,LK PIRU NR PIRU CA,18,422.1024,0.0068
11110000,PIRU C NR PIRU CA,18,433.6609,0.0076
11110500,HOPPER CREEK NEAR PIRU CA,18,23.7534,0.0065
11111500,SESPE CREEK NEAR WHEELER SPRINGS CA,18,49.6852,0.0037
11113000,SESPE C NR FILLMORE,18,250.9496,0.0042
11113001,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,18,250.9496,0.0002
11113500,SANTA PAULA C NR SANTA PAULA,18,39.8686,0.0382
11113920,SANTA CLARA R A SATICOY CA,18,1588.0130,0.0070
11114000,SANTA CLARA RIVER AT MONTALVO CA,18,1609.1376,0.0095
11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,18,47.9991,0.0042
11114500,MATILIJA C AB RES NR MATILIJA HOT SPRINGS CA,18,50.6609,0.0008
11115500,MATILIJA C A MATILIJA HOT SPRINGS,18,54.5215,0.0014
11116000,NF MATILIJA C A MATILIJA HOT SPRINGS CA,18,15.8553,0.0164
11116500,VENTURA R NR OJAI CA,18,70.8793,0.0025
11116550,VENTURA R NR MEINERS OAKS CA,18,74.1558,0.0294
11117500,SAN ANTONIO C A CASITAS SPRINGS,18,51.2513,0.0010
11117600,COYOTE CREEK NEAR OAK VIEW CA,18,13.1223,0.0059
11117800,SANTA ANA C NR OAK VIEW,18,9.0490,0.0067
11117900,LK CASITAS NR CASITAS SPRINGS CA,18,40.6688,0.0536
11118000,COYOTE C NR VENTURA CA,18,43.2820,0.0505
11118500,VENTURA R NR VENTURA,18,187.5414,0.0024
11118501,VENTURA R NR VENTURA+ DIV. CA,18,187.5414,0.0024
11119500,CARPINTERIA C NR CARPINTERIA CA,18,13.1469,0.0036
11119660,SAN YSIDRO C A MONTECITO CA,18,3.0134,0.0184
11119700,SYCAMORE C A SANTA BARBARA CA,18,3.6063,0.0576
11119745,MISSION C A RNP A SANTA BARBARA CA,18,6.5655,0.0052
11119750,MISSION C NR MISSION ST NR SANTA BARBARA CA,18,8.7428,0.0433
11119780,ARROYO BURRO A SANTA BARBARA CA,18,6.1391,0.0768
11119900,ATASCADERO C A PUENTE RD NR GOLETA CA,18,3.7095,0.0390
11119940,MARIA YGNACIO C A UNIV DR NR GOLETA CA,18,6.3281,0.0112
11120000,ATASCADERO C NR GOLETA CA,18,19.0365,0.0072
11120500,SAN JOSE C NR GOLETA CA,18,5.5463,0.0066
11120510,SAN JOSE C A GOLETA CA,18,8.3766,0.1108
11120530,TECOLOTITO C NR GOLETA CA,18,4.4048,0.0034
11120550,GAVIOTA C NR GAVIOTA CA,18,18.8989,0.0053
11120600,JALAMA C NR LOMPOC CA,18,20.5005,0.0000
11120700,CANADA HONDA C NR LOMPOC CA,18,2.9731,0.0378
11120800,CANADA HONDA C NR ARGUELLO CA,18,8.3811,0.0105
11121000,SANTA YNEZ R A JAMESON LK NR MONTECITO CA,18,13.6762,0.0161
11121010,JAMESON LK RELEASE WEIR A JAMESON LAKE CA,18,13.6762,0.0161
11122000,SANTA YNEZ R AB GIBRALTAR DAM NR SANTA BARB CA,18,215.9998,0.0000
11123000,SANTA YNEZ R BL GIBRALTAR DAM NR SNTA BRB C CA,18,216.2618,0.0012
11123500,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,18,277.2671,0.0010
11124000,SANTA CRUZ C AB STUKE CN NR SANTA YNEZ CA,18,64.8375,0.0010
11124500,SANTA CRUZ C NR SANTA YNEZ CA,18,74.0411,0.0006
11125000,CACHUMA C NR SANTA YNEZ CA,18,23.7676,0.0014
11125500,LK CACHUMA NR SANTA YNEZ CA,18,416.1540,0.0044
11126000,SANTA YNEZ R NR SANTA YNEZ CA,18,420.9320,0.0025
11126500,SANTA AGUEDA C NR SANTA YNEZ CA,18,55.6609,0.0025
11128000,SANTA YNEZ R A GA NR SANTA YNEZ CA,18,516.8660,0.0075
11128250,ALAMO PINTADO C NR SOLVANG CA,18,28.4997,0.0306
11128400,ALISAL C NR SOLVANG CA,18,11.5381,0.0053
11128500,SANTA YNEZ R A SOLVANG CA,18,578.3648,0.0011
11129000,NOJOQUI C NR BUELLTON CA,18,15.3483,0.0164
11129500,SANTA YNEZ R A BUELLTON CA,18,610.5740,0.0007
11129800,ZACA C NR BUELLTON CA,18,32.9337,0.0041
11130000,ZACA C A BUELLTON CA,18,39.6472,0.0063
11130500,SANTA YNEZ R NR BUELLTON CA,18,669.4603,0.0022
11131000,SANTA YNEZ R AT SANTA ROSA DAMSITE NR BUELLTON CA,18,698.6464,0.0019
11131500,SANTA YNEZ R A COOPERS REEF NR LOMPOC CA,18,709.4505,0.0020
11132000,SANTA YNEZ R BL SANTA RITA C NR LOMPOC CA,18,732.9405,0.0001
11132500,SALSIPUEDES C NR LOMPOC CA,18,47.0554,0.0009
11133000,SANTA YNEZ R A NARROWS NR LOMPOC CA,18,789.1143,0.0001
11133500,SANTA YNEZ R NR LOMPOC CA,18,789.3691,0.0008
11133700,PURISIMA C NR LOMPOC CA,18,4.7210,0.0061
11134000,SANTA YNEZ R A H ST NR LOMPOC CA,18,813.7795,0.0015
11134500,SANTA YNEZ R A V STREET NR LOMPOC CA,18,815.0215,0.0061
11134800,MIGUELITO C A LOMPOC CA,18,10.4344,0.1005
11135000,SANTA YNEZ R A PINE CYN NR LOMPOC CA,18,843.0580,0.0011
11135250,SANTA YNEZ R A 13TH ST BRIDGE A VAFB NR LOMPOC CA,18,881.2326,0.0003
11135500,SANTA YNEZ R A BARRIER NR SURF CA,18,885.8907,0.0102
11135800,SAN ANTONIO C A LOS ALAMOS CA,18,34.8567,0.0012
11136000,SAN ANTONIO C A HARRIS CA,18,96.1762,0.0264
11136100,SAN ANTONIO C NR CASMALIA CA,18,135.8748,0.0065
11136400,WAGON RD C NR STAUFFER CA,18,17.9023,0.0001
11136480,REYES C NR VENTUCOPA CA,18,4.7078,0.0190
11136500,CUYAMA R NR VENTUCOPA CA,18,89.8991,0.0000
11136650,ALISO CYN C NR NEW CUYAMA CA,18,16.2611,0.0100
11136800,CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA,18,879.5281,0.0073
11137000,CUYAMA R NR SANTA MARIA CA,18,897.1177,0.0076
11137400,ALAMO C NR NIPOMO CA,18,84.3244,0.0123
11137500,ALAMO C NR SANTA MARIA CA,18,87.7051,0.0128
11137900,HUASNA R NR ARROYO GRANDE CA,18,103.7171,0.0070
11138000,HUASNA R NR SANTA MARIA CA,18,117.3095,0.0026
11138100,CUYAMA R BL TWITCHELL DAM CA,18,1126.6922,0.0047
11138500,SISQUOC R NR SISQUOC CA,18,281.6323,0.0023
11139000,LA BREA C NR SISQUOC CA,18,93.4838,0.0012
11139350,FOXEN C NR SISQUOC CA,18,16.8925,0.0055
11139500,TEPUSQUET C NR SISQUOC CA,18,28.6891,0.0004
11140000,SISQUOC R NR GAREY,18,471.2336,0.0005
11140585,SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA,18,1646.4267,0.0064
11141000,SANTA MARIA R A GUADALUPE,18,1703.5638,0.0215
11141050,ORCUTT C NR ORCUTT CA,18,19.2089,0.0383
11141150,ARROYO GRANDE AB PHOENIX C NR ARROYO GRANDE CA,18,13.3127,0.0139
11141160,WITTENBERG C NR ARROYO GRANDE CA,18,3.2296,0.0384
11141280,LOPEZ C NR ARROYO GRANDE CA,18,20.8522,0.0023
11141300,ARROYO GRANDE NR ARROYO GRANDE CA,18,68.6473,0.0051
11141400,TAR SPRING C NR ARROYO GRANDE CA,18,18.3002,0.0055
11141500,ARROYO GRANDE AT ARROYO GRANDE CA,18,102.0140,0.0001
11141600,LOS BERROS C NR NIPOMO CA,18,15.1023,0.0068
11142080,MORRO C A MORRO BAY CA,18,24.1200,0.0050
11142100,TORO C NR MORRO BAY CA,18,14.1338,0.0096
11142200,SANTA ROSA C NR CAMBRIA CA,18,12.4964,0.0003
11142240,PERRY C A CAMBRIA CA,18,22.9222,0.0010
11142300,SAN SIMEON C NR CAMBRIA CA,18,26.2424,0.0022
11142500,ARROYO DE LA CRUZ NR SAN SIMEON CA,18,41.2210,0.0005
11142550,SAN CARPOFORO C NR SAN SIMEON CA,18,34.5457,0.0016
11142800,RAT C NR LUCIA CA,18,0.8663,0.0565
11143000,BIG SUR R NR BIG SUR CA,18,46.7426,0.0052
11143200,CARMEL R A ROBLES DEL RIO CA,18,192.9998,0.0000
11143250,CARMEL R NR CARMEL CA,18,246.2398,0.0031
11143300,ARROYO DEL REY A DEL REY OAKS CA,18,13.4951,0.0221
11143500,SALINAS R NR POZO CA,18,70.2482,0.0007
11144000,TORO C NR POZO CA,18,9.5108,0.0051
11144500,SANTA MARGARITA LK NR POZO CA,18,112.0822,0.0007
11144600,SALINAS R BL SALINAS DAM NR POZO CA,18,112.1291,0.0012
11145000,SALINAS R AB PILITAS C NR SANTA MARGARITA CA,18,113.6011,0.0035
11145500,SALINAS R NR SANTA MARGARITA CA,18,148.5933,0.0027
11147000,JACK C NR TEMPLETON CA,18,25.2618,0.0015
11147040,SANTA RITA C TRIB NR TEMPLETON CA,18,3.0089,0.0200
11147070,SANTA RITA C NR TEMPLETON CA,18,18.1282,0.0039
11147500,SALINAS R A PASO ROBLES CA,18,388.9271,0.0028
11147600,HUERHUERO C NR CRESTON CA,18,100.8955,0.0010
11147700,CHOLAME C TRIB NR CHOLAME CA,18,9.1588,0.0109
11147800,CHOLAME C NR SHANDON CA,18,228.2036,0.0053
11148800,NACIMIENTO R NR BRYSON CA,18,146.9615,0.0003
11148900,NACIMIENTO R BL SAPAQUE C NR BRYSON CA,18,155.7739,0.0384
11149400,NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA,18,328.7144,0.0009
11149500,NACIMIENTO R NR SAN MIGUEL CA,18,349.5753,0.0016
11149650,SULPHUR SPRINGS CYN NR JOLON CA,18,5.1324,0.0053
11149700,SAN ANTONIO R A SAM JNS BR NR LOCKWOOD CA,18,203.7233,0.0014
11149900,SAN ANTONIO R NR LOCKWOOD CA,18,215.1432,0.0086
11150000,SAN ANTONIO R A PLEYTO CA,18,276.1503,0.0031
11151000,SAN LORENZO C NR KING CITY CA,18,210.6613,0.0031
11151300,SAN LORENZO C BL BITTERWATER C NR KING CITY CA,18,232.8975,0.0004
11151500,SAN LORENZO C A KING CITY CA,18,259.4920,0.0019
11151700,SALINAS R A SOLEDAD CA,18,3986.2958,0.1188
11151870,ARROYO SECO NR GREENFIELD CA,18,109.8635,0.0278
11152000,ARROYO SECO NR SOLEDAD CA,18,241.4778,0.0103
11152050,ARROYO SECO BL RELIZ C NR SOLEDAD CA,18,297.8656,0.0202
11152300,SALINAS R NR CHUALAR CA,18,4461.6601,0.1038
11152500,SALINAS R NR SPRECKELS CA,18,4572.4600,0.1002
11152540,EL TORO C NR SPRECKELS CA,18,31.9243,0.0008
11152570,ALISAL C NR SALINAS CA,18,14.3333,0.0094
11152600,GABILAN C NR SALINAS CA,18,36.6095,0.0025
11152900,CEDAR C NR BELL STATION CA,18,12.7762,0.0019
11153000,PACHECO C NR DUNNEVILLE CA,18,144.9544,0.0072
11153040,PACHECO C A DUNNEVILLE CA,18,150.9139,0.0200
11153470,LLAGAS C AB CHESBRO RES NR MORGAN HILL CA,18,9.6387,0.0009
11153500,LLAGAS C NR MORGAN HILL CA,18,19.5957,0.0002
11153650,LLAGAS C NR GILROY,18,85.3380,0.0135
11153700,PAJARO R NR GILROY CA,18,412.7688,0.0345
11153790,UVAS C A SVEADAL CA,18,2.9763,0.0334
11153800,ALEC CYN NR MORGAN HILL CA,18,0.9407,0.0337
11153900,UVAS C AB UVAS RES NR MORGAN HILL CA,18,21.0040,0.0002
11154000,UVAS C NR MORGAN HILL CA,18,28.8160,0.0521
11154200,UVAS C NR GILROY CA,18,69.4108,0.0251
11154700,CLEAR C NR IDRIA CA,18,14.2019,0.0206
11156000,SAN BENITO R BL M C NR HERNANDEZ CA,18,107.7754,0.0021
11156450,WILLOW C TRIB NR SAN BENITO CA,18,1.2965,0.0456
11156500,SAN BENITO R NR WILLOW CREEK SCHOOL CA,18,248.7598,0.0010
11156700,PESCADERO C NR PAICINES CA,18,39.0308,0.0191
11157500,TRES PINOS C NR TRES PINOS CA,18,208.5201,0.0025
11158500,SAN BENITO R NR HOLLISTER CA,18,586.0620,0.0001
11158600,SAN BENITO R A HWY 156 NR HOLLISTER CA,18,605.4523,0.0026
11158900,PESCADERO C NR CHITTENDEN CA,18,10.6064,0.0398
11159000,PAJARO R A CHITTENDEN CA,18,1186.2457,0.0002
11159150,CORRALITOS C NR CORRALITOS CA,18,10.6335,0.0032
11159200,CORRALITOS C A FREEDOM CA,18,27.4104,0.0140
11159400,GREEN VALLEY C NR CORRALITOS CA,18,7.3272,0.0393
11159500,PAJARO R A WATSONVILLE CA,18,1270.5013,0.0012
11159690,APTOS C NR APTOS CA,18,10.2499,0.0049
11159700,APTOS C A APTOS CA,18,12.1493,0.0123
11159800,WB SOQUEL C NR SOQUEL CA,18,11.9912,0.0171
11159940,SOQUEL C NR SOQUEL CA,18,31.9434,0.0018
11160000,SOQUEL C A SOQUEL CA,18,40.2630,0.0016
11160020,SAN LORENZO R NR BOULDER C CA,18,6.4035,0.0379
11160060,BEAR C A BOULDER C CA,18,16.0217,0.0014
11160070,BOULDER C AT BOULDER CREEK CA,18,11.4557,0.0138
11160200,NEWELL C A BEN LOMOND CA,18,9.1432,0.0182
11160300,ZAYANTE C A ZAYANTE CA,18,11.0870,0.0012
11160430,BEAN C NR SCOTTS VALLEY CA,18,9.1974,0.0440
11160500,SAN LORENZO R A BIG TREES CA,18,106.4897,0.0046
11161000,SAN LORENZO R A SANTA CRUZ CA,18,115.1648,0.0014
11161300,CARBONERA C A SCOTTS VALLEY CA,18,3.6507,0.0141
11161500,BRANCIFORTE C A SANTA CRUZ CA,18,17.1080,0.0111
11161570,MAJORS C NR SANTA CRUZ CA,18,3.8776,0.0286
